,khach_cmt,rating,shop_phan_hoi
0,"Shop giao hàng nhanh, đóng gói cẩn thận, nhưng quần bị rách 1 lỗ nên mình chỉ cho 3 sao thôi.",3,
1,Size L mặc hơi chật ko như shop tư vấn. Bên giao hàng làm ăn sao mà 2 tuần mới tới tay mình. Nói chung là mặc loại này cũng k đc thoải mái lắm.,3,"dạ shop cảm ơn bạn đã ủng hộ shop ạ! bạn ơi! 1m65 nặng 65kg thì bạn mặc size L chắc chắn là vừa. Có lẽ do việc giao hàng bị chậm làm bạn có trải nghiệm không được thoải mái! việc giao chậm thì bạn cho shop xin lỗi về sự chậm trễ không mong muốn từ phía vận chuyển ạ, shop sẽ cố gắng làm việc với phía vận chuyển để việc giao hàng được tốt hơn ạ!"
2,Chất liệu ok mát phù hợp với giá tiền,3,
3,Chất liệu quá mỏng và đường may ko đẹp. Chất lượng sản phẩm kém.,3,"shop cảm ơn bạn đã tin dùng sản phẩm bên shop ạ! bạn ơi! quần lot phải mỏng mới thoáng mát ạ, sp này mà bạn đánh giá kém thì không biết bạn kỳ vọng đến như thế nào ạ! shop bán cả 1000 sp khách đều rất ưng. Bạn tham khảo đánh giá và cân nhắc lại đánh giá giúp shop cho khách quan bạn nhé! "
4,Mua theo size trên bảng mà bị chật.sp thì rất đẹp,3,"dạ shop cảm ơn bạn đã ủng hộ shop nhé! quần mặc bị chật ah bạn, dạ size theo kích cỡ là chuẩn đó ạ, mình xem cân nặng và chú ý cả chiều cao nhé! Nếu bạn chưa dùng thì liên hệ shop để đổi size rộng hơn bạn nhé!"
5,,3,
6,,3,
7,,3,
8,,3,
9,,3,
10,,3,
11,,3,
12,,3,
13,sản phẩm kém,1,
14,Giao hàng chậm,1,shop cảm ơn bạn đã lựa chọn sp bên shop nhé! Shop sẽ cố gắng giục bên vận chuyển để cải thiện việc giao hàng ạ!
15,,1,"dạ shop cảm ơn bạn đã tin dùng sp bên shop ạ! bạn ơi! khi bạn đặt đơn có rõ ràng các mục là bạn chọn combo 4sp, hoặc 1 sp. bạn chọn là 1 sp thì sao shop giao được 4sp. nếu bạn nói là bạn nhầm thì ko ai nói gì, bạn nói như vậy có để mọi người nghĩ bạn không đọc kỹ không ? bạn vui lòng đánh giá khách quan lại giúp shop để mọi người không hiểu nhầm nhé!"
16,,1,"shop cảm ơn bạn đã lựa chọn và tin dùng sp bên shop ạ! không biết bạn ấn nhầm đánh giá hay có điều gì chưa hài lòng ạ! Nếu ấn nhầm bạn vui lòng ấn lại đánh giá giúp shop, tránh trường hợp khách sau hiểu lầm bạn nhé!"
17,,1,"shop cảm ơn bạn đã lựa chọn và tin dùng sp bên shop ạ! không biết bạn ấn nhầm đánh giá hay có điều gì chưa hài lòng ạ! Nếu ấn nhầm bạn vui lòng ấn lại đánh giá giúp shop, tránh trường hợp khách sau hiểu lầm bạn nhé!"
18,"Giao sai mẫu mình đã chọn , dù thời gian chuẩn bị hàng khá lâu nhưng vẫn giao sai mẫu",3,bạn có thắc mắc xin liên hệ với shop ạ
19,"2 quần không phải thun lạnh, vải xấu.
Giá rẻ nên mua nhưng về k mang đc đành bỏ vậy",3,bạn có thắc mắc xin liên hệ với shop ạ
20,"Mua 2 cái mà shop giao 1 cái sai mẫu, 1 cái thì chỉ giống mẫu 80%. Chất lượng sp chỉ tạm được. Shop làm ăn chán. ",3,
21,Chỉ đc mỗi 1 quần cotton lạnh còn lại vải hơi nóng,3,bạn có thắc mắc xin liên hệ với shop ạ
22,Hơi xù nhanh,3,bạn có thắc mắc xin liên hệ với shop ạ
23,,3,bạn có thắc mắc xin liên hệ với shop ạ
24,,3,Sp có vấn đề gì vậy bạn
25,,3,
26,,3,
27,,3,bạn có thắc mắc xin liên hệ với shop ạ
28,,3,
29,"Mua hàng lần 2 nhưng shop vẫn đưa cho sai mẫu
Lần 1 mua 5 cái Doraemon shop trộn 2 cái khác vào, ý kiến xong xin lỗi các kiểu, thôi cũng ko sao.
Lần 2 mua thì trộn 3 cái khác vào
Có phải cứ mẫu nào không bán được shop làm trà trộn vào như thế để đẩy hàng đi không",1,
30,"Đặt 5 cái doraemon thì chỉ có 3 cái, 2 cái còn lại là hình khác
Vớ vẩn thật sự",1,Em có gọi điện cho bạn để xác nhận lại nhưng k đk. Nên em đành phải làm như thế ạ   bạn cho mình xin lỗi ạ
31,Shop đóng chùng hàng chùng màu quá tồi ,1,
32,quá mỏng ,1,
33,,1,
34,"Shop đóng gói sản phẩm cẩn thận, đặc biệt là chạy sale giá cả ổn, sẽ tiếp tục ủng hộ . Đơn giao bị trục trặc không nhận được hàng nên tụt mood",3,
