,khach_cmt,rating,shop_phan_hoi
0,Giao hàng thiếu rồi. shop trung quốc nên chịu thôi,3,
1,"Thiếu đèn led chiếu sáng trước, mà chọn combo nên ko yêu cầu hoàn tiền trả hàng đc. Haizz",3,
2,"Đã nhận được hàng , hàng dùng được , chất lượng ổn , mỗi điều giao hàng lâu đến chục ngày",3,
3,Khó mặc.,3,
4,"Ống quần siêu chật, bó nát đùi luôn",3,
5,,3,
6,,3,
7,,3,
8,,3,
9,"🥲🥲 nhìn cái quần size S mà tức á. Mông thì vừa, chứ cái ống quần vừa cái bắp chuối chân thôi. Vải không co giãn, 60k rẻ quá nên không bấm hoàn trả. Đừng nên mua, hối hận đó!",2,
10,"Cái quần này chỉ đánh giá đc mỗi cái nệm là hợp lí. Còn chất vải quần thì 2* vì ko co dãn tí gì, đọc review thấy chê ống quần, tưởng mk cx sẽ vừa size vì nhỏ mà ko!. Chất quần/thiết kế/khâu may đường kim mũi chỉ thật sự ko hợp với đạp xe. Overall cho 3-3,5* mà thôi cho 2* với lời hẹn ko bh mua lại",2,
11,"Chất lượng hàng ok, ship ổn. Nhưng shop sắp hàng hay bị thiếu. Mình mua đơn này là đơn thứ 2 bị thiếu hàng rồi. Mong shop cẩn thận hơn",2,
12,Xấu,2,
13,,2,
14,,2,
15,"Mua 3 cái nhưng giao có 2 cái, chất lượng quá xấu",1,
16,"Giao hàng quốc tế nên khá lâu, quần may vải ko co dãn nên mặc bó chít vào chân khó chịu dã man, ngồi lên xe mà đau chân vãi, cái phần chun cũng ko co dãn tốt nữa, nói chung thì mua cho biết thôi, mặc vào đạp xe mà ám ảnh luôn, cởi ra ko đc, mà đi thì nó thít chặt vào chân rất khó chịu :(((",1,
17,Hàng thì hơn 1 tháng mới tới mà quần không phải quần thể thao mà đưa quần như quần xì,1,
18,"Giao hàng cực chậm, đóng gói thiếu 02 sản phẩm. Nhắn tin cho shop thì không phản hồi. Mua xong mới vào đọc đánh giá. Shop chuyên giao hàng thiếu cho khách. Ae mua sau chú ý. Đánh giá về Dịch vụ và Thái độ phục vụ của shop: 1/2 ⭐",1,
19,Giao thiếu hàng. Thiếu 1 đèn led gắn sau xe,1,
20,Quần mặc chỗ chật chỗ rộng chán thật,1,
21,Mua 2 cái mà gửi có 1 cái ???,1,
22,"đặt 2 cái size L thế quái nào lại giao 2 cái size M không hiểu nổi, mặc cố thì vẫn được, được mỗi cái giao hàng nhanh",3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
23,Shop chu đáo . Nhưng quần lỗi có 3 túi thì thủng 2 túi .3 sao thôi,3,"FAVITI xin cảm ơn a/c đã ủng hộ sản phẩm của shop ạ. Thật tuyệt vời khi  FAVITI đã làm anh/chị hài lòng. Shop sẽ luôn cố gắng làm anh/chị hài lòng và hài lòng hơn nữa ạ. Nếu có bất kỳ điều gì khiến mình chưa hài lòng. anh/chị có thể inbox cho shop, shop sẽ hỗ trợ mình sớm nhất nhé. Chúc anh/chị và gia đình mạnh khỏe và luôn có những trải nghiệm tuyệt vời nhất khi đến với FAVITI"
24,"Quần trắng mà dính dơ tùm lum hết, mong giặt ra chứ không thì coi như bỏ, lần đầu mua nhưng hơi thất vọng, nếu không dơ thì quá đẹp rồi 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️",3,"Faviti cảm ơn anh chị đã ủng hộ , shop rất xin lỗi anh chị khi sản phẩm nào bị lỗi ạ, mình kiểm tra tin nhắn bên em hỗ trợ trưc tiêp cho anh chị nhé ạ!"
25,"Hình ảnh mang tính chất nhận xu . giai hàng quá lâu,ở hà nội mà giao hàng lâu hơn cả trong thành phố hcm.",3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
26,Vải quần xấu ko đẹp như trên hình,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
27,Ui quần rất bé luôn ý. Nói chung size ko đúng với thông số cỡ đâu. Mặc chật mà kích lắm,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
28,Túi quần có như k. Túi nông và ngắn k thể để đc đồ vật gì. Để tiền còn rơi. Chỏ cho 3 sao,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
29,"Treo đầu dê, bán thịt chó",3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
30,From không chuẩn cái lớn cái nhỏ.,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
31,Hàng thì hợp lí trong tầm giá mà sao lấy cỡ cho 75-80 mà mặc bó thế là sao 😐,3,
32,Chất lượng ko tốt như lần trc mua,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
33,cái sau không chất lượng như cái đầu tiên,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
34,Vải quá mỏng hơn mình nghĩ 😢,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
35,Chất liệu tạm ổn ,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
36,"Đặt màu be, giao màu hồng",3,"FAVITI xin cảm ơn a/c đã ủng hộ sản phẩm của shop ạ. Thật tuyệt vời khi  FAVITI đã làm anh/chị hài lòng. Shop sẽ luôn cố gắng làm anh/chị hài lòng và hài lòng hơn nữa ạ. Nếu có bất kỳ điều gì khiến mình chưa hài lòng. anh/chị có thể inbox cho shop, shop sẽ hỗ trợ mình sớm nhất nhé. Chúc anh/chị và gia đình mạnh khỏe và luôn có những trải nghiệm tuyệt vời nhất khi đến với FAVITI"
37,"Chất hơi nóng, ns chung tiền nào vải ấy ạ, ",3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
38,áo thun trắng hơi mỏng và dính xác côn trùng -.- ,3,
39,Vải nóng,3,
40,,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
41,,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
42,,3,
43,,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
44,,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
45,,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
46,,3,
47,,3,"FAVITI xin cảm ơn anh/chị đã tin tưởng và sử dụng sản phẩm của bên em. Còn điều khiến anh/chị chưa hài lòng, FAVITI  rất sẵn lòng nghe và thay đổi, mình check  inbox giúp em ạ"
48,Mua 2 cái đen thì giao 1 xanh 1 đen nhìn như dở hơi vậy. Đen k ra đen xanh hẳn k ra xanh :) ,2,
49,May túi thì bị lỗi chưa mặc đã thấy túi bị rách rồi,2,"FAVITI xin cảm ơn a/c đã ủng hộ sản phẩm của shop ạ. Thật tuyệt vời khi  FAVITI đã làm anh/chị hài lòng. Shop sẽ luôn cố gắng làm anh/chị hài lòng và hài lòng hơn nữa ạ. Nếu có bất kỳ điều gì khiến mình chưa hài lòng. anh/chị có thể inbox cho shop, shop sẽ hỗ trợ mình sớm nhất nhé. Chúc anh/chị và gia đình mạnh khỏe và luôn có những trải nghiệm tuyệt vời nhất khi đến với FAVITI"
50,"Biết là rẻ nhưng đường may không thể lởm hơn, mặc 1 hôm đã bung hết túi quần rồi.",2,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
51,Quần short nam mà nhìn như quần nữ mẹ mình hay mặc ở nhà :( trông như dở hơi ý,2,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
52,Giao nhầm size,2,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
53,Quần vải thô mặc nóng.túi quần nilong,2,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
54,,2,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
55,,2,"Dạ Faviti cảm ơn anh chị đã ủng hộ sản phẩm , không biết anh chị nhận được hàng có vân đề gi về mẫu mã chất lượng không ạ , mình kiểm tra tin nhắn bên em có nhân viên luôn hỗ trợ trực tiếp cho mình nhé ạ ."
56,,2,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
57,"Shop làm việc cực chán, giao sai hàng, giải quyết khiếu nạn khách hàng siêu chậm, hoàn tiền thiếu. Mình hoàn 1 quần và áo giữ nhiệt, nhận bộ đũi,  mình phải trả 203 đơn hàng và 12k ship hoàn là 215 và shop chỉ hoàn lại mình 94k, nghĩa là mình mua bộ qao kia giá 121k trong khi đã có 20k mã gg shopee",1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
58,"Đặt áo màu VÀNG thì ship áo màu ĐEN
Xong lần nào ship sai đổ thừa nhân viên mới thế lọ thế chai
Đổi hàng thì mất thời gian.
Nói chung không hài lòng",1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
59,Đặt be ra màu hồng. Ko đúng màu,1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
60,"ko nên mua nha size ko như bản quy đổi đâu , may thừa nhiều",1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
61,Quần chất lượng thì ok nhưng có vài chỗ bị mốc --,1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
62,"Quần bục chỉ, bỏ điện thoại vào túi rơi vỡ cả màn hình",1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
63,Sản phẫm kèm theo cũ như kiểu đã qua sử dụng không hài lòng,1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
64,Chất lượng quá xấu. Shop hỗ trợ đổi hàng k ạ,1,FAVITI cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. FAVITI rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. FAVITI mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng Anh/chị. Bên em đã inbox cho Anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shopee ạ.
65,Đặt 1 kiểu shop giao 1 kiểu. Hơi chán vì mình đặt hộ bạn :)))))),3,
66,Quần hơi ngắn. Khóa kéo nhìn k đc chắc chắn. Ghi  chiều dài 99-100cm mà đo thực tế có 97cm thôi. K biết ngta mặc vừa k nữa vì đem cho ,3,
67,"Mùi hôi, đường chỉ hơi tệ giá hơi quá mắc, shop để là quần skinny nhưng giao là quần slim fit ạ e phải về sửa lại ",3,
68,"Form quần slimfit cũng ok
Chất lượng không khác gì tờ giấy: thô, mỏng, nhẹ 
Ngày 12 đặt thì mãi 18 mới lấy được",3,
