,khach_cmt,rating,shop_phan_hoi
0,"Đóng gói sơ sài
Bbbbbhjjjjuhhhhhhhhhhhhhhhhhhhhh
Hhhhbb",3,
1,"Giao hàng quá lâu
Bị trễ hẹn giao hàng
Mình phải gọi điện giục shop",3,
2,"Hình ảnh video mang tính chất nhận xu! Sp tạm dc, cạp quần ngắn lắm",3,
3,"Cũng tạm đc, vải thì sờ thích nhưng nó cứ ngắn ngắn thế nào ấy, lại mỏng, nhìn thấy hết bên trong 🙄🙄😳",3,
4,"Đặt size M, giao size L, quần màu vàng vải mốc, cân nhắc khi chọn sản phẩm này.",3,
5,hàng kug tạm thôi ạ. giao hàng nhah z sd xem thế nào sẽ yieeps tục ủng hộ hay ko,3,
6,"Gói cẩn thận, sp cũng đc, shipper nhiệt tình. Cảm ơn",3,
7,"San phẩm chất lupwngj bình thường 
Se khong mua lại 
Khá thất vọng",3,
8,Mình rất buồn khi shop giao thiếu của minhd 1 chiếc quần :),3,
9,"Mặc bị tụt hoài bây ơi, dễ tụt vì không có gì bám, chọn size nhỏ lại ngắn quá, size to thì vừa nhưng dễ tụt 😢",3,
10,"Quần ko đều size, cái ngắn cái dài",3,
11,"Giao hàng lâu, gói hàng sơ sài",3,
12,,3,
13,,3,
14,,3,
15,,3,
16,"Quần đẹp nhưng coi lại thái độ của shipper, người ta mua chứ có phải đi xin đâu, mà nói chuyện to tiếng với khách",2,
17,Bốn quần mà ba loại làm ăn kiểu gì vậy trời,2,
18,"Che tên như không che mặc dù đã dặn, đặt màu đen thì giao đủ màu không có dù chỉ 1c đen:), đóng gói sản phẩm kém hên là gạch từ từ chứ khoong là đi hết:(",2,
19,"Sản phẩm phù hop voi giá tiền . ...,'bgjđjjdznjgcbhhvvvbvvvvv",2,
20,Gửi ko đủ màu .thiếu màu đen..ko hài lòng,2,
21,Ok,2,
22,,2,
23,,2,
24,,2,
25,,2,
26,Đặt màu ghi giao màu mắm tôm.k có màu cũng k báo khách.trả hàng thì phải chịu phí.k bao giờ quay lại mua lần nữa,1,
27,Chưa dùng nên chưa biết chất lượng thế nào ... nhưng đánh giá shop 1 sao vì k che tên sp mặc dù mk đã nhắn tin dặn shop kĩ càng r🙃,1,
28,Chưa nhận đc hàng mà báo nhận đc rồi :))))). Thạt là không hài lòng về bên vận chuyển 1 tí nào :))),1,
29,"giao hàng không đủ số lượng ! nhắn tin đàng hoàng nói shop kiểm lại, thì shop trích xuất camera với một núi đơn hàng mà shop đang đóng gói. xong báo với mình là shop đã gói đủ hàng.Mình khuyên các bạn nên cẩn thận khi mua tại shop này, mua xong xảy ra sự cố thì đùn đẩy trách nhiệm cho bên vận chuyển",1,Shop đã giao đủ hàng có gửi cả clip gói hàng gói hàng cho khách rồi
30,Cuhh,1,
31,"Quần đẹp nhưng quá bé, mình 45kg mà cũng k vừa mặc xong nó cứ dắt vào khe. Nói chung là k đang để mua",1,
32,"Quần gì chưa mặc, mới ngâm giặc tý mà ra màu lem hết. Chán thiệt. Vải thì đẹp đó",1,
