,khach_cmt,rating,shop_phan_hoi
0,"Hàng tạm ổn
🌻Nguồn: Nỗi buồn màu xanh lá (Ra Xu Nguyễn) 
❤️Cậu biết không... Trước đây mình từng nghĩ: Chỉ cần trong lòng có tình yêu, đi hướng nào cũng không sợ lạc lối. Sau này mới dần dần nhận ra: Tình yêu trong đời sống này thực quá đỗi nhỏ bé. Như một con kiến mới ló mặt ra khỏi tổ đã bị núi đ",4,
1,Đóng gói ổn. Có nhét giấy bên trong để giữ form. Cái form mang lên chân nhìn hơi kì nhưng vẫn đáng mua nha. Đc cái rất đúng size. Giá rẻ,4,
2,"Giày khá đẹp, với tầm giá 100k thì rất xứng đáng đồng tiền, có điều đế giày ko giống trong hình mà shop chụp. Cho 4 sao",4,
3,Giày rẻ nên chất liệu khá kém. Làm cũng nhiều lỗi. Ngoài ra đế giày khác hoàn toàn với hình quảng cáo nên khá thất vọng. Form size 40 nhưng chật như form 39 vậy. Nếu mua nên tăng size,4,
4,Sản phẩm giống miêu tả & đáng tiền. Nhưng giao hàng thì gọi là siêu lâu & siêu chậm luôn mặc dù địa chỉ của tôi k thuộc vùng dịch & vùng cách ly y tế vì COVID-19 🤨🤨🤨,4,
5,Nói chung là tiền nào của nấy. Mua cho bố đi làm hy vọng ko bong đế.,4,
6,Đã khá nhiều bàn đánh giá là bị trật. Cũng đã dự trù lấy hơn một cỡ mà vẫn bị trật. Được cái giày êm mềm. Ko biết có được lâu ko. Đợi hơi lâu vì lũ miền trung. ,4,
7,"Nhìn chung phần đóng gói quá sơ sài chỉ bao bằng bọc nilon ở ngoài, còn về phần chất lượng thì 89k là ok r, giày nhẹ, êm, mà size quá nhỏ, may là đọc review nên chọn size cũng khá vừa, bt mang có 37,38 giờ đặt 39 luôn 😯",4,
8,"GIÀY NHÌN CHUNG VỚI GIÁ NÀY THÌ KHÔNG ĐÒI HỎI GÌ THÊM ,GIAO HÀNG TƯƠNG ĐỐI ",4,
9,"Giày tạm ổn, giá sao chất lượng đấy, giao hàng nhanh, không có hộp :((",4,
10,"Giày rẻ, đẹp, tốt so với giá
Tuy nhiên ko giống với hình lắm, mà đi cx ko đc êm chân nên cho 4 sao thôi
Giao hàng nhanh, shop nhiệt tình",4,
11,Giày đẹp nhưng form hơi nhỏ. Mũi chân thì thoải mái nhưng trên mu bàn chân thì phải nới dây tối đa. ,4,
12,"Y hinh, tạm ổnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnbnnnnn",4,
13,Jjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj,4,
14,,4,
15,Đặt size 36 đi chân 20cm đó. Rộng các bạn à. ,4,
16,đẹp lắm vừa chân nhé shop lần sau sẻ uổng hộ,4,
17,"Giày phù hợp với giá tiền, giao hàng nhanh, chất lượng sp tạm đuosj",4,
18,Đặt màu xám xanh giao màu xám đen. Không giống mẫu cũng ko giống màu. Thất vọng quá. Nếu hết hàng thì shop phải báo chứ giao khác vậy mắc công đổi trả lắm. Mua hàng shopee bị vậy hoài luôn. Đổi trả thì chịu ship đi ship về mất tiền ngu. Chán lắm,4,
