,khach_cmt,rating,shop_phan_hoi
0,"Chuẩn bị hàng khá lâu.. hàng không giống mẫu, giá rẻ nên cũng tạm chấp nhận đươc.. nhưng ít nhất shop phải nói cho khách biết trước nhé.",4,
1,"Chất thun lạnh rất mịn, in màu cũng sắc nét. Tuy nhiên mình đặt size lớn nhất, 21kg nhưng đồ bé tẹo, tầm 15-16kg thôi, bé mặc chật. Mng nên cân nhắc",4,
2,"Giao đúng size nhưng sai màu, đặt màu xanh lá, giao màu trắng, vải thun da cá chứ k phải cotton nhưng vậy cũng ổn trong tầm giá, form đẹp, hoạ tiết rõ nét.",4,
3,Gia quan ao re nhưng shop giao hơi châm giao sai màu mong shop rut kinh nghiem,4,
4,"Shop giao sai màu, không thấy gọi điện thoại báo hết màu, mắc công trả hàng nên khỏi đổi",4,
5,Ubcdjvhf. Hfbv. Fvnkj GSM Ge Svvjv bhnb hjvn VNI b Nxb Bob. Gì,4,
6,"Giao hàng nhanh nhg chất k pải cotton như qc mà là hàng pha ni lông trẻ mặc sẽ rất nóng, trừ shop 1*",4,
7,"shop giao sai màu cả hai bộ luôn😖🙂🙂,đúng size,chất vải ổn....",4,
8,"xinh xỉu 😍, đóng hói sản phẩm rất đẹp và chắc chắn. Giao hàng hơi lâu",4,
9,Hàng giao lâu chắc do dịch bệnh hgfgbghggyjhdryuhfrtyyrrtyyh,4,
10,Sản phẩm khá ổn. Đóng gói khá oke nhưng giao sản phẩm không giống mẫu.,4,
11,Chất vải nóng.,4,
12,"Shop lại giao lộn 1 bộ size khác rồi
Đặt 4 bộ số 6 , 4 bộ số 8 , shop lại giao 5 bộ số 6 , 3 bộ số 8 . Lần nào đặt shop cũng giao lộn 1 món",4,
13,"sản phẩm tốt đẹp, shop chuẩn bị hàng lâu, giao nhầm màu. shop phục vụ tốt.",4,
14,Hàng ok so với giá tiền nhưng shop chuẩn bị hàng quá lâu ..... nên trừ sao đi,4,
15,Quần áo ổn so voi gia tien.nhưng mặc dù đã nhắc shop giao hàng đúng màu nhưng shop lại giao k đúng màu.............,4,
16,"Mih đặt đỏ shop giao trĂng, trong khi đó mih dặn trc màu nào hết thì báo lại mih. Tiền nào của ấy, phù hợp với giá tiền thôi ạ",4,
17,"Lần đầu tiên mua thì shop giao ĐÚNG KIỂU SAI MÀU
Lần thứ 2 mua thì giao ĐÚNG MÀU SAI KIỂU 🤣🤣
Chất vải trong tầm giá này thì rất ok. Đồ mặc mát, bé rất thích
Mong shop cẩn thận hơn trong khi đóng gói hàng. Đừng để sai sót nữa
Trừ 1 sao vì 2 lần sai phạm",4,
18,Đã nhận hàng. Chất lượng trong tầm giá này là khá Ok. Nhưng shop nên kiểm tra kĩ đơn trước khi giao nhé. Đặt màu xanh nhưng lại giao màu đen. Trừ 1 sao,4,
19,Chất vải nónghkkdjwhwhwujsjskkwkwkwkkejejdjekkwoejjdhee,4,
20,,4,
21,Lưu ý cho các mẹ s la nên dac lớn hơn 1 sezi nhé.!,4,
22,Sản phẩm mới về đã bị đứt chỉ nha shop . mik choa sẻ vì mún shop để ý hơn,4,
23,,4,
24,Đặt màu vàng giao màu đen . 1 cái màu trắng thì qá to như dành cho trẻ 2 tuổi . Nói chung mua lần đầu và ko co lần sau ,4,
25,Shop giao k đúng mẫu . Thiếu màu cũng k nói mà gửi đại như vậy . Nói chung giá tiền này thì đồ ok . Nhưng lần sau shop rut kinh nghiem thiếu màu hay k còn mẫu giông khác đặt . Nói khách 1 tiếng . Trừ shop 1 sao,4,
26,Đặt màu đỏ giao màu vàng.,4,
27,Quần áo chất lượng tốt vải đẹp nhưng cổ hơi chật quá shop ạ ,4,
28,Với giá tiền thì chất rất ok. Mua đc,4,
29,Tạm chấp nhận,4,
30,Quần áo Như hình chất không thích lắm,4,
31,Giao hàng hơi lâu,4,
32,Shop gửi đung mẫu nhung giao hang lâu,4,
33,,4,
34,Áo tỷ đẹp chun quần hơi to,4,
35,Tam dc tiền nào của nấy ,4,
36,,4,
37,,4,
38,,4,
39,,4,
40,,4,
41,,4,
42,,4,
43,,4,
44,,4,
45,,4,
46,,4,
47,,4,
48,,4,
49,,4,
50,,4,
51,,4,
52,,4,
53,,4,
54,,4,
55,,4,
56,,4,
57,,4,
58,,4,
59,,4,
60,,4,
61,,4,
62,,4,
63,,4,
64,,4,
65,Vải ổn có điều áo bị lem màu còn quần thì bị ngược số với sai số luôn,3,
66,"Giao k đúng màu mình đã chọn sai 2 màu
 Shop cũng không nhắn mình trước để thông báo gì cả,  hơi thất vọng. Mong shop rút kinh nghiệm cho những đơn hàng khác.",3,
67,"Giao hàng ko đúng mẫu hoàn toàn, bộ thể thao hơi nhỏ",3,
68,Mua 2 bộ thì mỗi bộ một loại vải khác nhau,3,
69,"Mua nhiều, nhắn tin cho shop lấy mỗi sét 5 màu khác nhau, mà shop lấy 1set1 màu, buồn ghê, hàng rẻ thật nhưng mặc hoài 1mau sao được, trả lại thì mất thời gian,",3,
70,Đặt mua đỏ . Đen shop gửi đen.  Trắng. Cũng k báo lại. Chất vải tạm đi so với giá,3,
71,"làm ăn chán thiệt 🙂
cực kì chán
chán quá chán",3,
72,5 bộ mà chất liệu vải khác nhau ko hiu sao lun,3,
73,"Chả biết giao nhầm hay do hết hàng rồi lấy màu khác thế vô nữa
Nhắn chưa thấy shop tl,
Mất uy tín.",3,
74,"Giao Sai màu, Sai luôn Số size . Mua hai bé 6 bộ mà chỉ một bé mặc vừa.",3,
75,Bảo shop lấy cho 1bộ đỏ 1bộ vàng.vạy mà shop lấy cho cả 2bộ đỏ.chán luôn,3,
76,Giao lộn size đặt size lớn giao size nhỏ. Cho shop 3 sao để bữa sau giao hàng kiểm tra size kỉ hơn,3,
77,"Lần thứ 2 mua của shop chất k như lần đóng, nóng và mỏng. Vẫn đặt xanh lá nhưng shop vẫn giao màu trắng. 2 lần r k có thì báo hết hàng chứ. Nhưng với giá vậy thì mặc tạm.",3,
78,Gửi không đúng màu yêu cầu. Chất lượng ổn với giá tiền,3,
79,"Giao thiếu bộ,còn giao sai màu nữa,giá tạm :)))))))))))))))))",3,
80,Giao đồ k đúng size,3,
81,Giao sai màu ,3,
82,,3,
83,,3,
84,,3,
85,,3,
86,,3,
87,,3,
88,,3,
89,"Chuẩn bị hàng cực lâu, chất lượng phù hợp với giá",2,
90,"Sp thì đẹp giống hình, nhưng chọn size nhỏ quá thì shop ko cho đổi . Chán",2,
